Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
3344 Katherine Drive,COMMERCIAL B,249,3344 Katherine Drive LAND TR Fee Owner,"$148,424 ","$20,336 ",$0 ,$0.00 ,$0.00 ,$0.00 
54882 Kari Turnpike,RESIDENTIAL,333,54882 Kari Turnpike LAND TR Fee Owner,"$992,031 ","$47,501 ",$0 ,$0.00 ,$0.00 ,$0.00 
00395 James Parkways Apt. 753,COMMERCIAL A,329,00395 James Parkways Apt. 753 LAND TR Fee Owner,"$441,411 ","$96,073 ",$0 ,$0.00 ,$0.00 ,$0.00 
8532 Smith Ville Apt. 926,COMMERCIAL B,326,8532 Smith Ville Apt. 926 LAND TR Fee Owner,"$429,154 ","$95,564 ",$0 ,$0.00 ,$0.00 ,$0.00 
9715 Taylor Falls,RESIDENTIAL,400,9715 Taylor Falls LAND TR Fee Owner,"$689,668 ","$44,958 ",$0 ,$0.00 ,$0.00 ,$0.00 
9924 Jason Bridge,COMMERCIAL B,542,9924 Jason Bridge LAND TR Fee Owner,"$486,828 ","$13,767 ",$0 ,$0.00 ,$0.00 ,$0.00 
60453 Stewart Mountain Suite 004,COMMERCIAL B,617,60453 Stewart Mountain Suite 004 LAND TR Fee Owner,"$131,379 ","$45,090 ",$0 ,$0.00 ,$0.00 ,$0.00 
7192 James Walks,COMMERCIAL A,190,7192 James Walks LAND TR Fee Owner,"$375,829 ","$56,612 ",$0 ,$0.00 ,$0.00 ,$0.00 
318 Kimberly Crossing,RESIDENTIAL,414,318 Kimberly Crossing LAND TR Fee Owner,"$908,308 ","$30,935 ",$0 ,$0.00 ,$0.00 ,$0.00 
921 Paul Springs,COMMERCIAL A,261,921 Paul Springs LAND TR Fee Owner,"$890,281 ","$11,090 ",$0 ,$0.00 ,$0.00 ,$0.00 
27247 Joseph Path Apt. 518,RESIDENTIAL,663,27247 Joseph Path Apt. 518 LAND TR Fee Owner,"$303,052 ","$83,698 ",$0 ,$0.00 ,$0.00 ,$0.00 
563 House Shoal Apt. 374,COMMERCIAL A,946,563 House Shoal Apt. 374 LAND TR Fee Owner,"$352,518 ","$50,843 ",$0 ,$0.00 ,$0.00 ,$0.00 
19253 Mcneil Field,RESIDENTIAL,957,19253 Mcneil Field LAND TR Fee Owner,"$153,349 ","$65,875 ",$0 ,$0.00 ,$0.00 ,$0.00 
3710 Ashley Rue Suite 379,COMMERCIAL B,931,3710 Ashley Rue Suite 379 LAND TR Fee Owner,"$485,783 ","$50,036 ",$0 ,$0.00 ,$0.00 ,$0.00 
4600 Kimberly Throughway,RESIDENTIAL,849,4600 Kimberly Throughway LAND TR Fee Owner,"$143,467 ","$68,085 ",$0 ,$0.00 ,$0.00 ,$0.00 
910 Watts Meadow Suite 546,COMMERCIAL A,391,910 Watts Meadow Suite 546 LAND TR Fee Owner,"$105,759 ","$11,081 ",$0 ,$0.00 ,$0.00 ,$0.00 
365 Patricia Crossing,COMMERCIAL B,231,365 Patricia Crossing LAND TR Fee Owner,"$711,821 ","$27,550 ",$0 ,$0.00 ,$0.00 ,$0.00 
78505 Brandon Flat Apt. 345,COMMERCIAL B,960,78505 Brandon Flat Apt. 345 LAND TR Fee Owner,"$827,138 ","$82,806 ",$0 ,$0.00 ,$0.00 ,$0.00 
1520 Joseph Pass Apt. 813,COMMERCIAL B,314,1520 Joseph Pass Apt. 813 LAND TR Fee Owner,"$164,357 ","$61,805 ",$0 ,$0.00 ,$0.00 ,$0.00 
02040 Charles Trail,RESIDENTIAL,865,02040 Charles Trail LAND TR Fee Owner,"$971,426 ","$37,910 ",$0 ,$0.00 ,$0.00 ,$0.00 
36511 Garza Lane,COMMERCIAL B,102,36511 Garza Lane LAND TR Fee Owner,"$484,441 ","$72,158 ",$0 ,$0.00 ,$0.00 ,$0.00 
3579 Sarah Ranch,COMMERCIAL B,422,3579 Sarah Ranch LAND TR Fee Owner,"$912,811 ","$92,827 ",$0 ,$0.00 ,$0.00 ,$0.00 
0657 Thomas Trafficway,RESIDENTIAL,912,0657 Thomas Trafficway LAND TR Fee Owner,"$637,116 ","$37,762 ",$0 ,$0.00 ,$0.00 ,$0.00 
98159 Peterson Roads Suite 096,RESIDENTIAL,291,98159 Peterson Roads Suite 096 LAND TR Fee Owner,"$932,755 ","$83,561 ",$0 ,$0.00 ,$0.00 ,$0.00 
826 Barbara Street Apt. 353,COMMERCIAL A,580,826 Barbara Street Apt. 353 LAND TR Fee Owner,"$785,446 ","$99,370 ",$0 ,$0.00 ,$0.00 ,$0.00 
1312 Breanna Drive Apt. 260,COMMERCIAL B,169,1312 Breanna Drive Apt. 260 LAND TR Fee Owner,"$817,696 ","$66,529 ",$0 ,$0.00 ,$0.00 ,$0.00 
6600 Campbell Locks,COMMERCIAL B,448,6600 Campbell Locks LAND TR Fee Owner,"$163,215 ","$17,330 ",$0 ,$0.00 ,$0.00 ,$0.00 
609 Kimberly Parkway,RESIDENTIAL,502,609 Kimberly Parkway LAND TR Fee Owner,"$740,093 ","$33,628 ",$0 ,$0.00 ,$0.00 ,$0.00 
6817 Joseph Way Suite 220,COMMERCIAL A,176,6817 Joseph Way Suite 220 LAND TR Fee Owner,"$788,585 ","$10,199 ",$0 ,$0.00 ,$0.00 ,$0.00 
17000 Torres Ville,COMMERCIAL A,824,17000 Torres Ville LAND TR Fee Owner,"$284,099 ","$21,151 ",$0 ,$0.00 ,$0.00 ,$0.00 
1323 Stewart Unions,RESIDENTIAL,382,1323 Stewart Unions LAND TR Fee Owner,"$524,287 ","$76,983 ",$0 ,$0.00 ,$0.00 ,$0.00 
18356 Kimberly Points Suite 496,RESIDENTIAL,917,18356 Kimberly Points Suite 496 LAND TR Fee Owner,"$206,169 ","$94,855 ",$0 ,$0.00 ,$0.00 ,$0.00 
57921 Brown Passage Suite 009,COMMERCIAL B,734,57921 Brown Passage Suite 009 LAND TR Fee Owner,"$755,057 ","$26,276 ",$0 ,$0.00 ,$0.00 ,$0.00 
86550 Kristine Oval,COMMERCIAL A,159,86550 Kristine Oval LAND TR Fee Owner,"$371,922 ","$93,492 ",$0 ,$0.00 ,$0.00 ,$0.00 
378 Pacheco Prairie,COMMERCIAL B,373,378 Pacheco Prairie LAND TR Fee Owner,"$573,229 ","$16,289 ",$0 ,$0.00 ,$0.00 ,$0.00 
19303 Green Keys,COMMERCIAL A,808,19303 Green Keys LAND TR Fee Owner,"$409,015 ","$62,087 ",$0 ,$0.00 ,$0.00 ,$0.00 
95534 Christine Islands,RESIDENTIAL,440,95534 Christine Islands LAND TR Fee Owner,"$746,771 ","$98,230 ",$0 ,$0.00 ,$0.00 ,$0.00 
22840 Rebecca Creek,RESIDENTIAL,105,22840 Rebecca Creek LAND TR Fee Owner,"$718,925 ","$70,578 ",$0 ,$0.00 ,$0.00 ,$0.00 
6675 Chapman Avenue,RESIDENTIAL,494,6675 Chapman Avenue LAND TR Fee Owner,"$744,815 ","$59,383 ",$0 ,$0.00 ,$0.00 ,$0.00 
71327 Anderson Plain,COMMERCIAL B,805,71327 Anderson Plain LAND TR Fee Owner,"$780,543 ","$22,182 ",$0 ,$0.00 ,$0.00 ,$0.00 
836 Kevin Villages,RESIDENTIAL,168,836 Kevin Villages LAND TR Fee Owner,"$139,326 ","$37,643 ",$0 ,$0.00 ,$0.00 ,$0.00 
8415 Smith Grove,COMMERCIAL A,273,8415 Smith Grove LAND TR Fee Owner,"$902,850 ","$24,318 ",$0 ,$0.00 ,$0.00 ,$0.00 
94594 Franklin Shores,RESIDENTIAL,155,94594 Franklin Shores LAND TR Fee Owner,"$371,006 ","$79,616 ",$0 ,$0.00 ,$0.00 ,$0.00 
053 Andrew Park,COMMERCIAL B,994,053 Andrew Park LAND TR Fee Owner,"$392,131 ","$55,000 ",$0 ,$0.00 ,$0.00 ,$0.00 
200 Donna Manor,RESIDENTIAL,824,200 Donna Manor LAND TR Fee Owner,"$961,707 ","$65,061 ",$0 ,$0.00 ,$0.00 ,$0.00 
5369 Phillips Passage,COMMERCIAL A,427,5369 Phillips Passage LAND TR Fee Owner,"$196,382 ","$99,197 ",$0 ,$0.00 ,$0.00 ,$0.00 
56991 Sharon Mission Apt. 882,COMMERCIAL A,671,56991 Sharon Mission Apt. 882 LAND TR Fee Owner,"$766,722 ","$90,612 ",$0 ,$0.00 ,$0.00 ,$0.00 
510 Rose Tunnel Apt. 918,RESIDENTIAL,978,510 Rose Tunnel Apt. 918 LAND TR Fee Owner,"$696,480 ","$56,594 ",$0 ,$0.00 ,$0.00 ,$0.00 
6116 Andrews Neck,COMMERCIAL B,488,6116 Andrews Neck LAND TR Fee Owner,"$570,337 ","$72,510 ",$0 ,$0.00 ,$0.00 ,$0.00 
831 Daniel Plaza Suite 120,COMMERCIAL A,540,831 Daniel Plaza Suite 120 LAND TR Fee Owner,"$663,200 ","$13,088 ",$0 ,$0.00 ,$0.00 ,$0.00 
33264 Sparks Plaza,COMMERCIAL A,741,33264 Sparks Plaza LAND TR Fee Owner,"$688,766 ","$82,810 ",$0 ,$0.00 ,$0.00 ,$0.00 
432 John Overpass,COMMERCIAL B,515,432 John Overpass LAND TR Fee Owner,"$654,689 ","$91,850 ",$0 ,$0.00 ,$0.00 ,$0.00 
54988 Katie Lodge,RESIDENTIAL,174,54988 Katie Lodge LAND TR Fee Owner,"$363,668 ","$52,159 ",$0 ,$0.00 ,$0.00 ,$0.00 
960 Escobar Ferry,RESIDENTIAL,336,960 Escobar Ferry LAND TR Fee Owner,"$374,295 ","$74,454 ",$0 ,$0.00 ,$0.00 ,$0.00 
67808 Erickson Forge Suite 012,RESIDENTIAL,196,67808 Erickson Forge Suite 012 LAND TR Fee Owner,"$319,708 ","$53,313 ",$0 ,$0.00 ,$0.00 ,$0.00 
957 Crystal Plaza Suite 173,COMMERCIAL B,780,957 Crystal Plaza Suite 173 LAND TR Fee Owner,"$925,030 ","$34,600 ",$0 ,$0.00 ,$0.00 ,$0.00 
6439 Sarah Fords Suite 905,RESIDENTIAL,582,6439 Sarah Fords Suite 905 LAND TR Fee Owner,"$326,587 ","$36,904 ",$0 ,$0.00 ,$0.00 ,$0.00 
148 Davis Mountains Apt. 917,COMMERCIAL A,523,148 Davis Mountains Apt. 917 LAND TR Fee Owner,"$518,499 ","$91,038 ",$0 ,$0.00 ,$0.00 ,$0.00 
68964 Andre Isle,COMMERCIAL A,914,68964 Andre Isle LAND TR Fee Owner,"$781,034 ","$72,658 ",$0 ,$0.00 ,$0.00 ,$0.00 
1132 Deborah Courts Apt. 450,COMMERCIAL A,236,1132 Deborah Courts Apt. 450 LAND TR Fee Owner,"$928,951 ","$97,754 ",$0 ,$0.00 ,$0.00 ,$0.00 
9050 Mark Extensions,COMMERCIAL B,291,9050 Mark Extensions LAND TR Fee Owner,"$544,128 ","$48,713 ",$0 ,$0.00 ,$0.00 ,$0.00 
2963 Carpenter Lakes Apt. 466,RESIDENTIAL,959,2963 Carpenter Lakes Apt. 466 LAND TR Fee Owner,"$756,538 ","$40,055 ",$0 ,$0.00 ,$0.00 ,$0.00 
0010 Bartlett Land,COMMERCIAL A,327,0010 Bartlett Land LAND TR Fee Owner,"$330,426 ","$25,798 ",$0 ,$0.00 ,$0.00 ,$0.00 
39554 Payne Springs,RESIDENTIAL,970,39554 Payne Springs LAND TR Fee Owner,"$606,656 ","$88,514 ",$0 ,$0.00 ,$0.00 ,$0.00 
34729 Brock Cove Apt. 285,COMMERCIAL A,563,34729 Brock Cove Apt. 285 LAND TR Fee Owner,"$463,765 ","$70,889 ",$0 ,$0.00 ,$0.00 ,$0.00 
26080 Julie Roads Apt. 008,COMMERCIAL A,802,26080 Julie Roads Apt. 008 LAND TR Fee Owner,"$532,462 ","$39,768 ",$0 ,$0.00 ,$0.00 ,$0.00 
75531 Smith Drives Suite 398,COMMERCIAL A,957,75531 Smith Drives Suite 398 LAND TR Fee Owner,"$251,178 ","$22,695 ",$0 ,$0.00 ,$0.00 ,$0.00 
8510 Tanya Squares,RESIDENTIAL,873,8510 Tanya Squares LAND TR Fee Owner,"$222,883 ","$80,897 ",$0 ,$0.00 ,$0.00 ,$0.00 
24243 Kelsey Gateway Suite 728,COMMERCIAL B,475,24243 Kelsey Gateway Suite 728 LAND TR Fee Owner,"$375,707 ","$60,274 ",$0 ,$0.00 ,$0.00 ,$0.00 
6777 Kim Greens,COMMERCIAL B,651,6777 Kim Greens LAND TR Fee Owner,"$164,258 ","$48,915 ",$0 ,$0.00 ,$0.00 ,$0.00 
0598 Michael Ramp,RESIDENTIAL,297,0598 Michael Ramp LAND TR Fee Owner,"$703,914 ","$28,115 ",$0 ,$0.00 ,$0.00 ,$0.00 
6929 Yesenia Brooks Apt. 694,RESIDENTIAL,426,6929 Yesenia Brooks Apt. 694 LAND TR Fee Owner,"$109,930 ","$42,987 ",$0 ,$0.00 ,$0.00 ,$0.00 
61938 Tyler Locks,RESIDENTIAL,624,61938 Tyler Locks LAND TR Fee Owner,"$564,007 ","$31,423 ",$0 ,$0.00 ,$0.00 ,$0.00 
4412 Gomez Circle,COMMERCIAL A,974,4412 Gomez Circle LAND TR Fee Owner,"$526,330 ","$93,555 ",$0 ,$0.00 ,$0.00 ,$0.00 
43603 Elizabeth Via Suite 117,RESIDENTIAL,917,43603 Elizabeth Via Suite 117 LAND TR Fee Owner,"$989,355 ","$41,567 ",$0 ,$0.00 ,$0.00 ,$0.00 
774 Henderson Turnpike Suite 770,COMMERCIAL A,803,774 Henderson Turnpike Suite 770 LAND TR Fee Owner,"$358,787 ","$75,711 ",$0 ,$0.00 ,$0.00 ,$0.00 
7252 Douglas Trail,COMMERCIAL B,864,7252 Douglas Trail LAND TR Fee Owner,"$366,140 ","$23,600 ",$0 ,$0.00 ,$0.00 ,$0.00 
876 David Union,COMMERCIAL B,213,876 David Union LAND TR Fee Owner,"$825,960 ","$83,319 ",$0 ,$0.00 ,$0.00 ,$0.00 
3042 Thomas Station Apt. 004,COMMERCIAL B,962,3042 Thomas Station Apt. 004 LAND TR Fee Owner,"$951,453 ","$13,949 ",$0 ,$0.00 ,$0.00 ,$0.00 
836 Keller Garden,RESIDENTIAL,820,836 Keller Garden LAND TR Fee Owner,"$923,828 ","$89,129 ",$0 ,$0.00 ,$0.00 ,$0.00 
46440 Curtis Ranch Apt. 042,COMMERCIAL B,158,46440 Curtis Ranch Apt. 042 LAND TR Fee Owner,"$879,349 ","$17,224 ",$0 ,$0.00 ,$0.00 ,$0.00 
2566 Patricia Pine Apt. 253,COMMERCIAL B,225,2566 Patricia Pine Apt. 253 LAND TR Fee Owner,"$735,391 ","$32,861 ",$0 ,$0.00 ,$0.00 ,$0.00 
0232 Jamie Avenue Suite 766,COMMERCIAL A,577,0232 Jamie Avenue Suite 766 LAND TR Fee Owner,"$734,881 ","$95,595 ",$0 ,$0.00 ,$0.00 ,$0.00 
794 Jones Wall,COMMERCIAL B,319,794 Jones Wall LAND TR Fee Owner,"$683,731 ","$74,663 ",$0 ,$0.00 ,$0.00 ,$0.00 
73947 Samantha Summit,COMMERCIAL B,351,73947 Samantha Summit LAND TR Fee Owner,"$335,031 ","$64,160 ",$0 ,$0.00 ,$0.00 ,$0.00 
86525 Chavez Forges,COMMERCIAL A,271,86525 Chavez Forges LAND TR Fee Owner,"$558,237 ","$16,086 ",$0 ,$0.00 ,$0.00 ,$0.00 
402 Ramsey Ports,RESIDENTIAL,917,402 Ramsey Ports LAND TR Fee Owner,"$398,789 ","$31,769 ",$0 ,$0.00 ,$0.00 ,$0.00 
87677 Boone Mill,RESIDENTIAL,111,87677 Boone Mill LAND TR Fee Owner,"$205,256 ","$67,469 ",$0 ,$0.00 ,$0.00 ,$0.00 
76705 Beck Park Suite 679,RESIDENTIAL,773,76705 Beck Park Suite 679 LAND TR Fee Owner,"$641,324 ","$76,531 ",$0 ,$0.00 ,$0.00 ,$0.00 
1439 Walker Freeway Apt. 385,COMMERCIAL B,371,1439 Walker Freeway Apt. 385 LAND TR Fee Owner,"$782,775 ","$32,133 ",$0 ,$0.00 ,$0.00 ,$0.00 
47035 Lopez Hollow Apt. 566,COMMERCIAL B,959,47035 Lopez Hollow Apt. 566 LAND TR Fee Owner,"$522,324 ","$21,534 ",$0 ,$0.00 ,$0.00 ,$0.00 
599 Bradley Way Suite 866,COMMERCIAL A,446,599 Bradley Way Suite 866 LAND TR Fee Owner,"$186,911 ","$10,618 ",$0 ,$0.00 ,$0.00 ,$0.00 
7616 William Garden Suite 680,COMMERCIAL A,146,7616 William Garden Suite 680 LAND TR Fee Owner,"$694,317 ","$94,343 ",$0 ,$0.00 ,$0.00 ,$0.00 
01878 David Orchard,RESIDENTIAL,732,01878 David Orchard LAND TR Fee Owner,"$449,051 ","$97,946 ",$0 ,$0.00 ,$0.00 ,$0.00 
811 Kristine Mall Apt. 740,RESIDENTIAL,977,811 Kristine Mall Apt. 740 LAND TR Fee Owner,"$485,048 ","$59,728 ",$0 ,$0.00 ,$0.00 ,$0.00 
366 Kevin Camp,COMMERCIAL A,302,366 Kevin Camp LAND TR Fee Owner,"$579,168 ","$54,702 ",$0 ,$0.00 ,$0.00 ,$0.00 
590 Richardson Fords Apt. 879,COMMERCIAL B,242,590 Richardson Fords Apt. 879 LAND TR Fee Owner,"$742,329 ","$74,870 ",$0 ,$0.00 ,$0.00 ,$0.00 
9926 Young Dale Apt. 552,COMMERCIAL A,235,9926 Young Dale Apt. 552 LAND TR Fee Owner,"$711,488 ","$84,863 ",$0 ,$0.00 ,$0.00 ,$0.00 
557 Taylor Dam,COMMERCIAL A,575,557 Taylor Dam LAND TR Fee Owner,"$771,608 ","$86,655 ",$0 ,$0.00 ,$0.00 ,$0.00 
93481 Ashley Park Apt. 703,RESIDENTIAL,749,93481 Ashley Park Apt. 703 LAND TR Fee Owner,"$713,712 ","$67,116 ",$0 ,$0.00 ,$0.00 ,$0.00 
016 Gutierrez Island Suite 071,COMMERCIAL A,232,016 Gutierrez Island Suite 071 LAND TR Fee Owner,"$216,848 ","$64,164 ",$0 ,$0.00 ,$0.00 ,$0.00 
455 Rodriguez Mill,COMMERCIAL B,577,455 Rodriguez Mill LAND TR Fee Owner,"$151,868 ","$66,237 ",$0 ,$0.00 ,$0.00 ,$0.00 
893 Ball Street Apt. 088,RESIDENTIAL,325,893 Ball Street Apt. 088 LAND TR Fee Owner,"$164,037 ","$82,353 ",$0 ,$0.00 ,$0.00 ,$0.00 
74796 April Orchard Suite 341,COMMERCIAL A,244,74796 April Orchard Suite 341 LAND TR Fee Owner,"$797,466 ","$78,373 ",$0 ,$0.00 ,$0.00 ,$0.00 
802 Pamela Heights,COMMERCIAL A,392,802 Pamela Heights LAND TR Fee Owner,"$605,447 ","$45,812 ",$0 ,$0.00 ,$0.00 ,$0.00 
0111 Schneider Trace,COMMERCIAL A,855,0111 Schneider Trace LAND TR Fee Owner,"$712,953 ","$72,403 ",$0 ,$0.00 ,$0.00 ,$0.00 
345 Lewis Drive Apt. 942,COMMERCIAL A,856,345 Lewis Drive Apt. 942 LAND TR Fee Owner,"$553,666 ","$13,187 ",$0 ,$0.00 ,$0.00 ,$0.00 
8088 Anthony Walks,COMMERCIAL A,392,8088 Anthony Walks LAND TR Fee Owner,"$202,386 ","$85,480 ",$0 ,$0.00 ,$0.00 ,$0.00 
40220 Robinson Lakes Suite 558,COMMERCIAL A,375,40220 Robinson Lakes Suite 558 LAND TR Fee Owner,"$818,019 ","$58,502 ",$0 ,$0.00 ,$0.00 ,$0.00 
09940 Robles Turnpike,COMMERCIAL A,540,09940 Robles Turnpike LAND TR Fee Owner,"$342,734 ","$73,460 ",$0 ,$0.00 ,$0.00 ,$0.00 
23115 Collins Mountains Suite 344,COMMERCIAL A,276,23115 Collins Mountains Suite 344 LAND TR Fee Owner,"$863,489 ","$18,351 ",$0 ,$0.00 ,$0.00 ,$0.00 
8683 Mendez Forges,COMMERCIAL A,688,8683 Mendez Forges LAND TR Fee Owner,"$391,734 ","$73,096 ",$0 ,$0.00 ,$0.00 ,$0.00 
1330 Wilkerson Passage,RESIDENTIAL,849,1330 Wilkerson Passage LAND TR Fee Owner,"$722,708 ","$41,826 ",$0 ,$0.00 ,$0.00 ,$0.00 
837 Williams Skyway Apt. 054,COMMERCIAL A,571,837 Williams Skyway Apt. 054 LAND TR Fee Owner,"$552,644 ","$89,702 ",$0 ,$0.00 ,$0.00 ,$0.00 
06235 Carter Islands,RESIDENTIAL,810,06235 Carter Islands LAND TR Fee Owner,"$145,030 ","$24,834 ",$0 ,$0.00 ,$0.00 ,$0.00 
898 Jennifer Route Suite 500,RESIDENTIAL,493,898 Jennifer Route Suite 500 LAND TR Fee Owner,"$276,112 ","$60,217 ",$0 ,$0.00 ,$0.00 ,$0.00 
832 Aaron Turnpike Apt. 782,COMMERCIAL A,313,832 Aaron Turnpike Apt. 782 LAND TR Fee Owner,"$996,896 ","$28,805 ",$0 ,$0.00 ,$0.00 ,$0.00 
6483 Michelle Trace,RESIDENTIAL,441,6483 Michelle Trace LAND TR Fee Owner,"$800,295 ","$45,601 ",$0 ,$0.00 ,$0.00 ,$0.00 
00912 Andrea Crescent Suite 338,RESIDENTIAL,259,00912 Andrea Crescent Suite 338 LAND TR Fee Owner,"$301,851 ","$67,412 ",$0 ,$0.00 ,$0.00 ,$0.00 
6676 Daniel Spur,RESIDENTIAL,591,6676 Daniel Spur LAND TR Fee Owner,"$854,376 ","$29,726 ",$0 ,$0.00 ,$0.00 ,$0.00 
2394 Kennedy Rapid,RESIDENTIAL,116,2394 Kennedy Rapid LAND TR Fee Owner,"$957,897 ","$27,983 ",$0 ,$0.00 ,$0.00 ,$0.00 
254 Phelps Motorway Apt. 125,COMMERCIAL A,469,254 Phelps Motorway Apt. 125 LAND TR Fee Owner,"$769,185 ","$72,920 ",$0 ,$0.00 ,$0.00 ,$0.00 
96599 Allison Stream Suite 645,COMMERCIAL A,738,96599 Allison Stream Suite 645 LAND TR Fee Owner,"$500,581 ","$98,775 ",$0 ,$0.00 ,$0.00 ,$0.00 
269 Davidson Glen,COMMERCIAL B,160,269 Davidson Glen LAND TR Fee Owner,"$538,531 ","$90,463 ",$0 ,$0.00 ,$0.00 ,$0.00 
884 Parker Islands Apt. 482,COMMERCIAL B,423,884 Parker Islands Apt. 482 LAND TR Fee Owner,"$805,542 ","$39,456 ",$0 ,$0.00 ,$0.00 ,$0.00 
576 Braun Terrace Suite 833,RESIDENTIAL,240,576 Braun Terrace Suite 833 LAND TR Fee Owner,"$929,626 ","$15,211 ",$0 ,$0.00 ,$0.00 ,$0.00 
197 Thompson Knoll Suite 295,COMMERCIAL A,739,197 Thompson Knoll Suite 295 LAND TR Fee Owner,"$182,617 ","$51,855 ",$0 ,$0.00 ,$0.00 ,$0.00 
07186 Johnny Forges Suite 650,COMMERCIAL A,412,07186 Johnny Forges Suite 650 LAND TR Fee Owner,"$300,323 ","$35,522 ",$0 ,$0.00 ,$0.00 ,$0.00 
3360 Gutierrez Cape Apt. 693,COMMERCIAL B,935,3360 Gutierrez Cape Apt. 693 LAND TR Fee Owner,"$604,627 ","$92,390 ",$0 ,$0.00 ,$0.00 ,$0.00 
116 Bradford Vista,RESIDENTIAL,264,116 Bradford Vista LAND TR Fee Owner,"$566,755 ","$19,449 ",$0 ,$0.00 ,$0.00 ,$0.00 
2195 Nicole Port Suite 597,RESIDENTIAL,421,2195 Nicole Port Suite 597 LAND TR Fee Owner,"$961,880 ","$86,165 ",$0 ,$0.00 ,$0.00 ,$0.00 
171 Allen Park Suite 493,COMMERCIAL A,804,171 Allen Park Suite 493 LAND TR Fee Owner,"$830,088 ","$22,291 ",$0 ,$0.00 ,$0.00 ,$0.00 
9648 Justin Cape,COMMERCIAL B,655,9648 Justin Cape LAND TR Fee Owner,"$565,517 ","$92,990 ",$0 ,$0.00 ,$0.00 ,$0.00 
37988 Jones Neck Apt. 329,RESIDENTIAL,264,37988 Jones Neck Apt. 329 LAND TR Fee Owner,"$664,688 ","$71,777 ",$0 ,$0.00 ,$0.00 ,$0.00 
0800 Jennifer Fort,RESIDENTIAL,350,0800 Jennifer Fort LAND TR Fee Owner,"$863,198 ","$19,984 ",$0 ,$0.00 ,$0.00 ,$0.00 
8431 Sanders Common,COMMERCIAL B,686,8431 Sanders Common LAND TR Fee Owner,"$452,237 ","$19,798 ",$0 ,$0.00 ,$0.00 ,$0.00 
542 Preston Radial Apt. 543,COMMERCIAL B,414,542 Preston Radial Apt. 543 LAND TR Fee Owner,"$393,253 ","$66,854 ",$0 ,$0.00 ,$0.00 ,$0.00 
93050 Amy Parkways Suite 361,COMMERCIAL A,231,93050 Amy Parkways Suite 361 LAND TR Fee Owner,"$183,649 ","$62,267 ",$0 ,$0.00 ,$0.00 ,$0.00 
824 Cross Motorway Suite 561,COMMERCIAL B,396,824 Cross Motorway Suite 561 LAND TR Fee Owner,"$481,252 ","$19,842 ",$0 ,$0.00 ,$0.00 ,$0.00 
0368 Thomas Expressway Suite 489,RESIDENTIAL,262,0368 Thomas Expressway Suite 489 LAND TR Fee Owner,"$289,086 ","$84,914 ",$0 ,$0.00 ,$0.00 ,$0.00 
1664 Strong Keys,RESIDENTIAL,447,1664 Strong Keys LAND TR Fee Owner,"$148,802 ","$91,239 ",$0 ,$0.00 ,$0.00 ,$0.00 
83663 Hall Lane,COMMERCIAL A,703,83663 Hall Lane LAND TR Fee Owner,"$278,294 ","$67,210 ",$0 ,$0.00 ,$0.00 ,$0.00 
20623 Janet Ports,COMMERCIAL A,177,20623 Janet Ports LAND TR Fee Owner,"$221,873 ","$33,641 ",$0 ,$0.00 ,$0.00 ,$0.00 
317 Andres Creek,COMMERCIAL B,820,317 Andres Creek LAND TR Fee Owner,"$762,627 ","$21,937 ",$0 ,$0.00 ,$0.00 ,$0.00 
9723 Acevedo Springs Suite 720,COMMERCIAL A,641,9723 Acevedo Springs Suite 720 LAND TR Fee Owner,"$192,561 ","$56,922 ",$0 ,$0.00 ,$0.00 ,$0.00 
446 Lori Turnpike Apt. 320,COMMERCIAL B,340,446 Lori Turnpike Apt. 320 LAND TR Fee Owner,"$661,438 ","$43,863 ",$0 ,$0.00 ,$0.00 ,$0.00 
4690 Turner Plaza,COMMERCIAL B,938,4690 Turner Plaza LAND TR Fee Owner,"$756,568 ","$96,816 ",$0 ,$0.00 ,$0.00 ,$0.00 
6095 Christina Haven Suite 658,RESIDENTIAL,300,6095 Christina Haven Suite 658 LAND TR Fee Owner,"$405,601 ","$21,554 ",$0 ,$0.00 ,$0.00 ,$0.00 
24079 Reginald Islands,COMMERCIAL A,729,24079 Reginald Islands LAND TR Fee Owner,"$214,823 ","$56,090 ",$0 ,$0.00 ,$0.00 ,$0.00 
34820 Joy Valleys Apt. 194,RESIDENTIAL,240,34820 Joy Valleys Apt. 194 LAND TR Fee Owner,"$230,478 ","$87,416 ",$0 ,$0.00 ,$0.00 ,$0.00 
394 Jonathan Roads Apt. 816,COMMERCIAL B,338,394 Jonathan Roads Apt. 816 LAND TR Fee Owner,"$104,781 ","$94,082 ",$0 ,$0.00 ,$0.00 ,$0.00 
38571 Julia Garden Apt. 354,RESIDENTIAL,336,38571 Julia Garden Apt. 354 LAND TR Fee Owner,"$593,398 ","$22,352 ",$0 ,$0.00 ,$0.00 ,$0.00 
137 Julie Burg Suite 104,RESIDENTIAL,412,137 Julie Burg Suite 104 LAND TR Fee Owner,"$294,293 ","$52,907 ",$0 ,$0.00 ,$0.00 ,$0.00 
917 Thomas Plaza Apt. 758,COMMERCIAL A,617,917 Thomas Plaza Apt. 758 LAND TR Fee Owner,"$839,610 ","$53,016 ",$0 ,$0.00 ,$0.00 ,$0.00 
